date,close,volume,open,high,low,symbol
2020-07-23,122.93,11010220,127.74,129.8494,121.32,SQ
2020-07-22,129.18,8437494,127.49,131.71,127.06,SQ
2020-07-21,126.99,10787520,129.95,130.8,125.07,SQ
2020-07-20,128.39,12423990,121.26,129.46,120.53,SQ
2020-07-17,120.73,6968161,120.98,122.38,118.59,SQ
2020-07-16,119.95,11827550,119.94,123.3,117.55,SQ
2020-07-15,122.2,9606889,124.01,124.48,117.66,SQ
2020-07-14,121.24,17175130,118.59,121.8536,111.14,SQ
2020-07-13,118.65,18489530,131.05,133.24,116.67,SQ
2020-07-10,128.05,11260840,128.39,129.6,125.255,SQ
2020-07-09,129.39,21959350,132.54,133.81,127.67,SQ
2020-07-08,133.35,25627380,127.2,133.43,127.0,SQ
2020-07-07,125.6,28573940,121.2,129.84,120.03,SQ
2020-07-06,118.97,34424020,118.79,128.36,118.03,SQ
2020-07-02,113.39,15066350,118.0,118.78,113.23,SQ
2020-07-01,115.9,22480940,106.92,117.13,106.54,SQ
2020-06-30,104.94,7605064,103.5,105.3,102.8875,SQ
2020-06-29,103.68,9210828,105.15,105.28,101.22,SQ
2020-06-26,104.3,19759110,105.03,107.84,102.5176,SQ
2020-06-25,104.78,13569790,102.46,106.15,101.286,SQ
2020-06-24,100.88,13250380,104.0,105.7492,98.93,SQ
2020-06-23,104.75,14042840,105.0,106.36,103.05,SQ
2020-06-22,104.22,17116980,99.74,105.46,99.25,SQ
2020-06-19,97.98,13879790,100.1,102.26,97.92,SQ
2020-06-18,98.27,8766867,97.0,98.6499,95.82,SQ
2020-06-17,97.03,17113700,94.78,100.0,94.7,SQ
2020-06-16,94.74,13026440,93.07,95.8681,92.56,SQ
2020-06-15,91.0,9813033,84.79,91.3,84.06,SQ
2020-06-12,86.72,9937283,89.02,89.18,84.25,SQ
2020-06-11,86.09,14754700,87.75,90.0,85.77,SQ
2020-06-10,91.91,9486666,90.26,92.97,89.5,SQ
2020-06-09,89.53,7748990,89.02,91.6538,87.87,SQ
2020-06-08,89.62,8751124,90.5,91.23,88.03,SQ
2020-06-05,89.93,11127650,90.0,91.45,88.067,SQ
2020-06-04,87.72,13368100,90.96,92.9599,86.19,SQ
2020-06-03,91.97,17089220,88.0,92.5496,87.09,SQ
2020-06-02,88.0,18364240,82.96,88.27,82.38,SQ
2020-06-01,82.72,8709651,81.0,83.42,80.12,SQ
2020-05-29,81.08,8329131,79.73,81.95,79.34,SQ
2020-05-28,79.62,9942677,81.02,82.32,79.0,SQ
2020-05-27,81.02,11637080,80.04,81.14,76.02,SQ
2020-05-26,80.79,9682757,83.98,84.09,80.5,SQ
2020-05-22,81.49,6262001,81.23,82.49,80.83,SQ
2020-05-21,81.49,10082070,79.5,81.7,78.76,SQ
2020-05-20,82.04,10152180,81.5,83.1,80.52,SQ
2020-05-19,79.25,14225550,76.45,82.14,76.25,SQ
2020-05-18,76.63,16255260,78.7,81.35,76.44,SQ
2020-05-15,80.26,16311990,77.75,81.13,76.65,SQ
2020-05-14,78.2,16038940,72.17,78.25,71.07,SQ
2020-05-13,73.79,13970120,75.32,75.8,70.82,SQ
2020-05-12,75.21,17015470,76.0,77.39,74.31,SQ
2020-05-11,74.9,12720570,75.7,75.9027,74.36,SQ
2020-05-08,76.05,20041140,72.04,76.4,72.0,SQ
2020-05-07,74.62,31027020,69.86,76.8,69.58,SQ
2020-05-06,68.1,16202940,67.32,69.81,67.12,SQ
2020-05-05,66.69,12011490,66.0,68.59,65.21,SQ
2020-05-04,63.69,7556932,61.34,64.17,61.09,SQ
2020-05-01,63.0,10042420,62.84,63.9095,61.44,SQ
2020-04-30,65.14,10525870,65.0,66.89,64.72,SQ
2020-04-29,65.77,14387330,63.44,66.72,63.39,SQ
2020-04-28,61.75,11852090,64.17,65.025,60.9,SQ
2020-04-27,63.55,10241680,63.61,64.24,61.81,SQ
2020-04-24,62.01,9628491,62.23,62.56,61.04,SQ
2020-04-23,61.82,13098760,61.31,63.5,60.9209,SQ
2020-04-22,60.96,13461030,59.35,61.25,58.01,SQ
2020-04-21,57.4,15333930,60.0,60.44,56.86,SQ
2020-04-20,61.06,14342420,59.44,63.59,59.15,SQ
2020-04-17,61.09,14044770,59.5,61.44,58.7,SQ
2020-04-16,57.32,19879170,58.1,59.3,56.63,SQ
2020-04-15,61.38,12468780,59.67,61.76,59.33,SQ
2020-04-14,62.41,17905480,60.02,62.61,59.6145,SQ
2020-04-13,59.42,15199520,60.1,60.1,56.12,SQ
2020-04-09,59.21,30870890,58.88,64.94,58.5,SQ
2020-04-08,57.04,24785130,51.81,57.75,51.81,SQ
2020-04-07,50.31,17104990,54.78,54.91,49.7,SQ
2020-04-06,50.42,25521720,47.22,51.1,46.19,SQ
2020-04-03,43.72,18748620,46.02,46.68,42.33,SQ
2020-04-02,45.88,12871450,46.33,48.03,45.0,SQ
2020-04-01,46.81,16596390,49.78,50.01,46.05,SQ
2020-03-31,52.38,18349360,54.69,55.24,51.135,SQ
2020-03-30,55.0,12054280,52.9,55.44,51.5301,SQ
2020-03-27,53.34,14655620,54.0,54.4173,51.48,SQ
2020-03-26,56.03,23628720,53.79,59.25,53.78,SQ
2020-03-25,52.39,34929310,50.29,58.1,49.53,SQ
2020-03-24,46.31,26174690,43.5,48.88,42.56,SQ
2020-03-23,40.01,21783450,38.47,40.55,36.11,SQ
2020-03-20,38.09,26896770,41.85,43.84,37.8,SQ
2020-03-19,40.0,24555610,40.18,47.42,37.0,SQ
2020-03-18,39.5,27154640,41.03,42.0805,32.33,SQ
2020-03-17,44.73,22695550,43.79,45.2917,39.0,SQ
2020-03-16,41.27,27721250,49.25,49.25,40.0,SQ
2020-03-13,57.77,14666100,56.74,57.79,52.31,SQ
2020-03-12,53.57,19529240,55.0,58.045,52.9701,SQ
2020-03-11,62.44,13632440,66.35,66.35,60.82,SQ
2020-03-10,67.24,11806910,68.32,68.56,63.37,SQ
2020-03-09,65.73,16418440,67.21,67.41,63.33,SQ
2020-03-06,73.09,16409450,75.03,75.94,70.27,SQ
2020-03-05,76.32,11269410,77.78,79.02,75.66,SQ
2020-03-04,79.26,13374580,78.35,79.49,75.82,SQ
2020-03-03,78.84,18049730,80.49,80.6,75.81,SQ
2020-03-02,80.67,17800000,82.8,84.42,79.57,SQ
2020-02-28,83.33,23486740,76.44,84.15,76.42,SQ
2020-02-27,79.31,35935010,81.39,85.9354,79.05,SQ
2020-02-26,76.59,11305000,77.68,79.0775,76.0,SQ
2020-02-25,77.05,9425262,80.74,81.3999,75.79,SQ
2020-02-24,80.21,11071530,76.57,80.8451,76.07,SQ
2020-02-21,83.49,7744995,85.63,86.21,82.725,SQ
2020-02-20,85.7,12070030,85.23,87.25,80.3,SQ
2020-02-19,85.24,9115010,83.01,86.48,82.93,SQ
2020-02-18,82.42,4730556,81.68,82.98,81.3508,SQ
2020-02-14,81.86,5073161,81.39,82.59,81.01,SQ
2020-02-13,80.99,6872117,79.3,82.54,79.08,SQ
2020-02-12,80.0,3574922,80.01,80.9059,79.61,SQ
2020-02-11,79.88,3973060,80.56,81.45,79.61,SQ
2020-02-10,80.17,4150161,79.6,80.62,78.9,SQ
2020-02-07,78.86,4650625,77.8,80.0,77.34,SQ
2020-02-06,78.51,6172287,78.66,79.2,77.8217,SQ
2020-02-05,78.25,10671600,81.98,82.1,77.84,SQ
2020-02-04,80.9,10405830,79.9,81.68,79.25,SQ
2020-02-03,79.8,15190120,74.89,79.805,74.6,SQ
2020-01-31,74.69,7514187,75.8,76.38,74.33,SQ
2020-01-30,76.1,8730012,75.42,76.39,74.06,SQ
2020-01-29,76.16,11956270,74.5,77.07,74.24,SQ
2020-01-28,74.8,15597160,71.47,74.98,71.03,SQ
2020-01-27,71.05,11085080,68.39,72.45,68.34,SQ
2020-01-24,71.14,10976680,70.63,71.92,70.02,SQ
2020-07-23,202.54,67457040,207.19,210.92,202.15,MSFT
2020-07-22,211.75,49605690,209.2,212.3,208.39,MSFT
2020-07-21,208.75,38105780,213.66,213.94,208.03,MSFT
2020-07-20,211.6,36884840,205.0,212.3,203.01,MSFT
2020-07-17,202.88,31635280,204.47,205.04,201.39,MSFT
2020-07-16,203.92,29940650,205.4,205.7,202.31,MSFT
2020-07-15,208.04,32179410,209.56,211.33,205.03,MSFT
2020-07-14,208.35,37591820,206.13,208.85,202.03,MSFT
2020-07-13,207.07,38135610,214.48,215.8,206.5,MSFT
2020-07-10,213.67,26177630,213.62,214.08,211.08,MSFT
2020-07-09,214.32,33121680,216.33,216.38,211.47,MSFT
2020-07-08,212.83,33600030,210.07,213.26,208.69,MSFT
2020-07-07,208.25,33600730,210.45,214.67,207.99,MSFT
2020-07-06,210.7,31897630,208.834,211.13,208.09,MSFT
2020-07-02,206.26,29315760,205.68,208.02,205.0,MSFT
2020-07-01,204.7,32061210,203.14,206.35,201.77,MSFT
2020-06-30,203.51,34310280,197.882,204.4,197.74,MSFT
2020-06-29,198.44,26701590,195.78,198.53,193.55,MSFT
2020-06-26,196.33,54675780,199.73,199.89,194.88,MSFT
2020-06-25,200.34,27803930,197.8,200.61,195.4675,MSFT
2020-06-24,197.84,36740650,201.604,203.25,196.56,MSFT
2020-06-23,201.91,30917450,202.09,203.95,201.425,MSFT
2020-06-22,200.57,32818930,195.79,200.76,195.2301,MSFT
2020-06-19,195.15,44441140,198.59,199.29,194.37,MSFT
2020-06-18,196.32,23061650,194.0,196.49,194.0,MSFT
2020-06-17,194.24,25687820,195.03,196.32,193.69,MSFT
2020-06-16,193.57,42556660,192.89,195.58,191.46,MSFT
2020-06-15,188.94,32770190,184.58,190.82,184.01,MSFT
2020-06-12,187.74,43373590,190.54,191.72,185.18,MSFT
2020-06-11,186.27,52854670,193.13,195.76,186.07,MSFT
2020-06-10,196.84,43872330,191.125,198.52,191.01,MSFT
2020-06-09,189.8,29783920,188.0,190.7,187.2605,MSFT
2020-06-08,188.36,33211590,185.94,188.55,184.44,MSFT
2020-06-05,187.2,39893640,182.62,187.73,182.01,MSFT
2020-06-04,182.92,28761810,184.3,185.84,182.3,MSFT
2020-06-03,185.36,27311020,184.815,185.94,183.58,MSFT
2020-06-02,184.91,30794590,184.25,185.0,181.35,MSFT
2020-06-01,182.83,22668820,182.54,183.0,181.46,MSFT
2020-05-29,183.25,42146720,182.73,184.27,180.41,MSFT
2020-05-28,181.4,33831820,180.74,184.1474,180.38,MSFT
2020-05-27,181.81,39517150,180.2,181.9877,176.6,MSFT
2020-05-26,181.57,36073610,186.34,186.5,181.1,MSFT
2020-05-22,183.51,20826900,183.19,184.46,182.54,MSFT
2020-05-21,183.43,29119510,185.4,186.67,183.29,MSFT
2020-05-20,185.66,31261330,184.81,185.85,183.94,MSFT
2020-05-19,183.63,26799120,185.03,186.6,183.49,MSFT
2020-05-18,184.91,35306620,185.75,186.2,183.96,MSFT
2020-05-15,183.16,46610380,179.06,187.06,177.0,MSFT
2020-05-14,180.53,41873910,177.54,180.69,175.68,MSFT
2020-05-13,179.75,44711490,182.55,184.05,176.54,MSFT
2020-05-12,182.51,32038200,186.8,187.04,182.3,MSFT
2020-05-11,186.74,30892660,183.15,187.51,182.85,MSFT
2020-05-08,184.68,30912640,184.98,185.0,183.36,MSFT
2020-05-07,183.6,28315990,184.17,184.55,182.58,MSFT
2020-05-06,182.54,32139300,182.08,184.2,181.6306,MSFT
2020-05-05,180.76,36839170,180.62,183.65,179.9,MSFT
2020-05-04,178.84,30372860,174.49,179.0,173.8,MSFT
2020-05-01,174.57,39370470,175.8,178.64,174.01,MSFT
2020-04-30,179.21,53875860,180.0,180.4,176.23,MSFT
2020-04-29,177.43,51286560,173.22,177.68,171.88,MSFT
2020-04-28,169.81,34392690,175.59,175.67,169.39,MSFT
2020-04-27,174.05,33194380,176.59,176.9,173.3,MSFT
2020-04-24,174.55,34305320,172.06,174.56,170.71,MSFT
2020-04-23,171.42,32790800,174.11,175.06,170.91,MSFT
2020-04-22,173.52,34651600,171.39,174.0,170.82,MSFT
2020-04-21,167.82,56203750,173.5,173.6699,166.1102,MSFT
2020-04-20,175.06,36669560,176.63,178.75,174.99,MSFT
2020-04-17,178.6,52765630,179.5,180.0,175.87,MSFT
2020-04-16,177.04,50479610,174.3,177.28,172.9,MSFT
2020-04-15,171.88,40940830,171.2,173.57,169.24,MSFT
2020-04-14,173.7,52874340,169.0,173.75,168.0,MSFT
2020-04-13,165.51,41905260,164.35,165.57,162.3,MSFT
2020-04-09,165.14,51431780,166.36,167.37,163.33,MSFT
2020-04-08,165.13,48318230,165.67,166.67,163.5,MSFT
2020-04-07,163.49,62769040,169.585,170.0,163.26,MSFT
2020-04-06,165.27,67111700,160.32,166.5,157.58,MSFT
2020-04-03,153.83,41243280,155.1,157.38,152.19,MSFT
2020-04-02,155.26,49630740,151.86,155.48,150.36,MSFT
2020-04-01,152.11,57969930,153.0,157.75,150.82,MSFT
2020-03-31,157.71,77927190,159.4,164.78,156.56,MSFT
2020-03-30,160.23,63420330,152.44,160.6,150.01,MSFT
2020-03-27,149.7,57042290,151.75,154.89,149.2,MSFT
2020-03-26,156.11,64694430,148.4,156.66,148.37,MSFT
2020-03-25,146.92,75638220,148.91,154.33,144.44,MSFT
2020-03-24,148.34,82516730,143.75,149.6,141.27,MSFT
2020-03-23,135.98,78975180,137.01,140.57,132.52,MSFT
2020-03-20,137.35,84866220,146.0,147.1,135.86,MSFT
2020-03-19,142.71,85922660,142.77,150.15,139.0,MSFT
2020-03-18,140.4,81593170,138.0,146.0,135.02,MSFT
2020-03-17,146.57,81059820,140.0,147.4998,135.0,MSFT
2020-03-16,135.42,87905870,140.0,149.35,135.0,MSFT
2020-03-13,158.83,92727450,147.5,161.91,140.73,MSFT
2020-03-12,139.06,93226370,145.3,153.47,138.58,MSFT
2020-03-11,153.63,56504300,157.13,157.7,151.15,MSFT
2020-03-10,160.92,65354390,158.16,161.03,152.58,MSFT
2020-03-09,150.62,70419270,151.0,157.75,150.0,MSFT
2020-03-06,161.57,72821060,162.61,163.11,156.0,MSFT
2020-03-05,166.27,47817250,166.045,170.87,165.69,MSFT
2020-03-04,170.55,49814380,168.485,170.7,165.62,MSFT
2020-03-03,164.51,71677020,173.8,175.0,162.26,MSFT
2020-03-02,172.79,71030810,165.31,172.92,162.31,MSFT
2020-02-28,162.01,97073560,152.41,163.71,152.0,MSFT
2020-02-27,158.18,93174910,163.32,167.03,157.98,MSFT
2020-02-26,170.17,56387150,169.71,173.26,168.21,MSFT
2020-02-25,168.07,68073300,174.2,174.84,167.6462,MSFT
2020-02-24,170.89,68311070,167.77,174.55,163.23,MSFT
2020-02-21,178.59,48600390,183.17,183.5,177.25,MSFT
2020-02-20,184.42,36862380,186.95,187.25,181.1,MSFT
2020-02-19,187.28,29997470,188.06,188.18,186.47,MSFT
2020-02-18,187.23,27853110,185.605,187.7,185.5,MSFT
2020-02-14,185.35,23149520,183.25,185.41,182.65,MSFT
2020-02-13,183.71,35295830,183.08,186.23,182.872,MSFT
2020-02-12,184.71,47062920,185.58,185.85,181.85,MSFT
2020-02-11,184.44,53159910,190.65,190.7,183.5,MSFT
2020-02-10,188.7,35844270,183.58,188.84,183.25,MSFT
2020-02-07,183.89,33529070,182.845,185.63,182.48,MSFT
2020-02-06,183.63,27751380,180.97,183.8199,180.059,MSFT
2020-02-05,179.9,39186320,184.03,184.2,178.4101,MSFT
2020-02-04,180.12,36433340,177.14,180.64,176.31,MSFT
2020-02-03,174.38,30149050,170.43,174.5,170.4,MSFT
2020-01-31,170.23,36142690,172.21,172.4,169.58,MSFT
2020-01-30,172.78,51597470,174.05,174.05,170.79,MSFT
2020-01-29,168.04,35127770,167.84,168.75,165.69,MSFT
2020-01-28,165.46,24899940,163.78,165.755,163.073,MSFT
2020-01-27,162.28,32078070,161.15,163.375,160.2,MSFT
2020-01-24,165.04,24918120,167.51,167.53,164.45,MSFT
2020-07-23,371.38,49251110,387.994,388.31,368.039,AAPL
2020-07-22,389.09,22250410,386.77,391.9,386.41,AAPL
2020-07-21,388.0,25911460,396.69,397.0,386.97,AAPL
2020-07-20,393.43,22579480,385.665,394.0,384.25,AAPL
2020-07-17,385.31,23046730,387.95,388.59,383.36,AAPL
2020-07-16,386.09,27644420,386.25,389.62,383.62,AAPL
2020-07-15,390.9,38299480,395.96,396.99,385.96,AAPL
2020-07-14,388.23,42747340,379.36,389.02,375.51,AAPL
2020-07-13,381.91,47912290,389.06,399.82,381.03,AAPL
2020-07-10,383.68,22564330,381.34,383.92,378.8207,AAPL
2020-07-09,382.73,31410650,385.05,385.27,378.69,AAPL
2020-07-08,381.37,29272970,376.72,381.5,376.36,AAPL
2020-07-07,372.69,28106110,375.41,378.62,372.23,AAPL
2020-07-06,373.85,29663910,370.0,375.78,369.87,AAPL
2020-07-02,364.11,28510370,367.85,370.47,363.64,AAPL
2020-07-01,364.11,27684310,365.12,367.36,363.91,AAPL
2020-06-30,364.8,35055820,360.08,365.98,360.0,AAPL
2020-06-29,361.78,32661520,353.25,362.1736,351.28,AAPL
2020-06-26,353.63,51314210,364.41,365.32,353.02,AAPL
2020-06-25,364.84,34380630,360.7,365.0,357.57,AAPL
2020-06-24,360.06,48155850,365.0,368.79,358.52,AAPL
2020-06-23,366.53,53038870,364.0,372.38,362.2701,AAPL
2020-06-22,358.87,33861320,351.34,359.46,351.15,AAPL
2020-06-19,349.72,66118950,354.635,356.56,345.15,AAPL
2020-06-18,351.73,24205100,351.41,353.45,349.22,AAPL
2020-06-17,351.59,28601630,355.15,355.4,351.09,AAPL
2020-06-16,352.08,41357180,351.46,353.2,344.72,AAPL
2020-06-15,342.99,34702230,333.25,345.68,332.58,AAPL
2020-06-12,338.8,50036510,344.72,347.8,334.2233,AAPL
2020-06-11,335.9,50415610,349.31,351.06,335.48,AAPL
2020-06-10,352.84,41662940,347.9,354.77,346.09,AAPL
2020-06-09,343.99,36928090,332.14,345.61,332.01,AAPL
2020-06-08,333.46,23913630,330.25,333.6,327.32,AAPL
2020-06-05,331.5,34312550,323.35,331.75,323.23,AAPL
2020-06-04,322.32,21890090,324.39,325.62,320.78,AAPL
2020-06-03,325.12,26122800,324.66,326.2,322.3,AAPL
2020-06-02,323.34,21910700,320.745,323.44,318.93,AAPL
2020-06-01,321.85,20254650,317.75,322.35,317.21,AAPL
2020-05-29,317.94,38399530,319.25,321.15,316.47,AAPL
2020-05-28,318.25,33449100,316.77,323.44,315.63,AAPL
2020-05-27,318.11,28236270,316.14,318.71,313.09,AAPL
2020-05-26,316.73,31380450,323.5,324.24,316.5,AAPL
2020-05-22,318.89,20450750,315.77,319.23,315.35,AAPL
2020-05-21,316.85,25672210,318.66,320.89,315.87,AAPL
2020-05-20,319.23,27876220,316.68,319.52,316.2,AAPL
2020-05-19,313.14,25432390,315.03,318.52,313.01,AAPL
2020-05-18,314.96,33843130,313.17,316.5,310.3241,AAPL
2020-05-15,307.71,41587090,300.35,307.9,300.21,AAPL
2020-05-14,309.54,39732270,304.51,309.79,301.53,AAPL
2020-05-13,307.65,50155640,312.15,315.95,303.21,AAPL
2020-05-12,311.41,40575260,317.83,319.688,310.91,AAPL
2020-05-11,315.01,36486560,308.1,317.05,307.24,AAPL
2020-05-08,310.13,33511990,305.64,310.35,304.29,AAPL
2020-05-07,303.74,28803760,303.22,305.17,301.97,AAPL
2020-05-06,300.63,35583440,300.46,303.24,298.87,AAPL
2020-05-05,297.56,36937800,295.06,301.0,294.46,AAPL
2020-05-04,293.16,33391990,289.17,293.69,286.3172,AAPL
2020-05-01,289.07,60154180,286.25,299.0,285.85,AAPL
2020-04-30,293.8,45765970,289.96,294.53,288.35,AAPL
2020-04-29,287.73,34320200,284.73,289.67,283.89,AAPL
2020-04-28,278.58,28001190,285.08,285.83,278.2,AAPL
2020-04-27,283.17,29271890,281.8,284.54,279.95,AAPL
2020-04-24,282.97,31627180,277.2,283.01,277.0,AAPL
2020-04-23,275.03,31203580,275.87,281.75,274.87,AAPL
2020-04-22,276.1,29264340,273.61,277.9,272.2,AAPL
2020-04-21,268.37,45247890,276.28,277.25,265.43,AAPL
2020-04-20,276.93,32503750,277.95,281.68,276.85,AAPL
2020-04-17,282.8,53812480,284.69,286.945,276.86,AAPL
2020-04-16,286.69,39281290,287.38,288.1975,282.3502,AAPL
2020-04-15,284.43,32788640,282.4,286.33,280.63,AAPL
2020-04-14,287.05,48748670,280.0,288.25,278.05,AAPL
2020-04-13,273.25,32755730,268.31,273.7,265.83,AAPL
2020-04-09,267.99,40529120,268.7,270.07,264.7,AAPL
2020-04-08,266.07,42223820,262.74,267.37,261.23,AAPL
2020-04-07,259.43,50721830,270.8,271.7,259.0,AAPL
2020-04-06,262.47,50455070,250.9,263.11,249.38,AAPL
2020-04-03,241.41,32470020,242.8,245.7,238.9741,AAPL
2020-04-02,244.93,41483490,240.34,245.15,236.9,AAPL
2020-04-01,240.91,44054640,246.5,248.72,239.13,AAPL
2020-03-31,254.29,49250500,255.6,262.49,252.0,AAPL
2020-03-30,254.81,41994110,250.74,255.52,249.4,AAPL
2020-03-27,247.74,51054150,252.75,255.87,247.05,AAPL
2020-03-26,258.44,63140170,246.52,258.68,246.36,AAPL
2020-03-25,245.52,75900510,250.75,258.25,244.3,AAPL
2020-03-24,246.88,71882770,236.36,247.69,234.3,AAPL
2020-03-23,224.37,84188210,228.08,228.4997,212.61,AAPL
2020-03-20,229.24,100423300,247.18,251.83,228.0,AAPL
2020-03-19,244.78,67964260,247.385,252.84,242.61,AAPL
2020-03-18,246.67,75058410,239.77,250.0,237.12,AAPL
2020-03-17,252.86,81013970,247.51,257.61,238.4,AAPL
2020-03-16,242.21,80605870,241.95,259.08,240.0,AAPL
2020-03-13,277.97,92683030,264.89,279.92,252.95,AAPL
2020-03-12,248.23,104618500,255.94,270.0,248.0,AAPL
2020-03-11,275.43,64094970,277.39,281.22,271.86,AAPL
2020-03-10,285.34,71322520,277.14,286.44,269.37,AAPL
2020-03-09,266.17,71686210,263.75,278.09,263.0,AAPL
2020-03-06,289.03,56544250,282.0,290.82,281.23,AAPL
2020-03-05,292.92,46893220,295.52,299.55,291.41,AAPL
2020-03-04,302.74,54794570,296.44,303.4,293.13,AAPL
2020-03-03,289.32,79868850,303.67,304.0,285.8,AAPL
2020-03-02,298.81,85349340,282.28,301.44,277.72,AAPL
2020-02-28,273.36,106721200,257.26,278.41,256.37,AAPL
2020-02-27,273.52,80151380,281.1,286.0,272.96,AAPL
2020-02-26,292.65,49678430,286.53,297.88,286.5,AAPL
2020-02-25,288.08,57668360,300.95,302.53,286.13,AAPL
2020-02-24,298.18,55548830,297.26,304.18,289.23,AAPL
2020-02-21,313.05,32426420,318.62,320.45,310.5,AAPL
2020-02-20,320.3,25141490,322.63,324.65,318.21,AAPL
2020-02-19,323.62,23495990,320.0,324.57,320.0,AAPL
2020-02-18,319.0,38190550,315.36,319.75,314.61,AAPL
2020-02-14,324.95,20028450,324.74,325.98,322.85,AAPL
2020-02-13,324.87,23686890,324.19,326.22,323.35,AAPL
2020-02-12,327.2,28432570,321.47,327.22,321.47,AAPL
2020-02-11,319.61,23580780,323.6,323.9,318.71,AAPL
2020-02-10,321.55,27337220,314.18,321.55,313.85,AAPL
2020-02-07,320.03,29421010,322.37,323.4,318.0,AAPL
2020-02-06,325.21,26356390,322.57,325.22,320.2648,AAPL
2020-02-05,321.45,29706720,323.52,324.76,318.95,AAPL
2020-02-04,318.85,34154130,315.31,319.64,313.6345,AAPL
2020-02-03,308.66,43496400,304.3,313.49,302.22,AAPL
2020-01-31,309.51,49897100,320.93,322.68,308.29,AAPL
2020-01-30,323.87,31685810,320.544,324.09,318.75,AAPL
2020-01-29,324.34,54149930,324.45,327.85,321.38,AAPL
2020-01-28,317.69,40558490,312.6,318.4,312.19,AAPL
2020-01-27,308.95,40485010,310.06,311.77,304.88,AAPL
2020-01-24,318.31,36634380,320.25,323.33,317.5188,AAPL
